name,email,standard,gender,avg_sat_score,avg_pat_score,attendance,category
Melissa Rivers,rvaughn@white.com,12,Female,70.9,41.2,97.6,Medium
Dan Simmons,brandon54@becker.com,9,Female,77.7,38.9,90.6,Medium
Lisa Franklin,quinngerald@hooper-vega.info,9,Female,86.9,34.9,73.6,Low
Anthony Mccormick,laurahouse@hotmail.com,12,Female,69.6,23.8,100.0,Low
Kari Terry,james36@gmail.com,11,Male,63.3,46.0,88.4,Medium
Jay Harding,norman73@hotmail.com,9,Male,65.9,38.5,96.8,Medium
Nicole King,valeriemorgan@gmail.com,8,Male,71.0,28.3,100.0,Low
Mr. Jim Peterson Jr.,dramos@gmail.com,8,Female,66.2,29.1,83.5,Low
Joseph Johnson,hillfelicia@chavez-jones.info,11,Male,72.9,35.4,80.4,Medium
Wanda Baker,bdonovan@hotmail.com,10,Male,68.2,44.1,77.8,Medium
Michael Meyers,jay71@cole-butler.com,10,Female,83.3,40.6,80.2,Medium
Mario Brown,ilynch@davis.info,12,Male,81.9,29.1,67.2,Low
Ashley Velez,courtneyperez@curtis.net,11,Female,60.8,32.9,92.1,Medium
Kayla Dickson,johnnywilliams@yahoo.com,11,Male,81.4,43.2,76.4,Medium
Drew Stewart,christensenchelsea@hotmail.com,10,Male,81.8,32.0,95.3,Medium
Regina Villanueva,james50@hart.com,11,Male,59.8,23.1,79.2,Low
Robert Diaz,nguyenjames@gmail.com,10,Male,76.9,35.4,91.9,Medium
Sean Murphy,samuel60@hancock-morales.com,9,Male,88.3,34.4,95.0,Medium
Melissa Cooper,wespinoza@hotmail.com,11,Female,69.9,38.0,93.9,Medium
Sylvia Buchanan,jenkinsjerry@hotmail.com,8,Female,74.0,41.1,98.6,Medium
Amber Cooper,curtis98@gmail.com,8,Female,45.3,36.7,82.1,Low
Julie Harris,carla97@holmes.com,11,Male,72.3,45.6,74.7,Low
Adrian Gonzales,swest@martinez.com,10,Male,53.6,47.2,77.2,Low
Sharon Armstrong,michael90@myers.com,11,Female,51.7,35.5,100.0,Low
Tabitha Richardson,lherman@moore-dean.info,10,Male,77.3,34.8,88.2,Medium
Kathy Hammond,warnerpamela@hotmail.com,9,Female,80.3,40.4,97.5,High
Brooke Harrison,manningrobin@gmail.com,9,Male,79.6,36.5,84.9,Medium
Miguel Fisher,kevinjohnston@gmail.com,10,Male,89.2,42.1,83.7,Medium
George Norman,gregorygriffith@hotmail.com,10,Male,83.9,20.0,100.0,Low
Pamela Elliott,juliapayne@martinez-mitchell.com,9,Female,56.0,28.3,92.9,Low
Monique Hamilton,clarkdanielle@yahoo.com,12,Female,82.1,40.6,82.4,Medium
Sierra Hensley,smithcathy@allen.com,8,Male,45.5,34.5,89.5,Low
Mr. Preston Williamson,tdurham@becker.info,11,Male,49.7,35.5,82.7,Low
Christina Martin,dawnwright@gmail.com,11,Female,73.0,42.4,90.2,Medium
Rebecca Crawford,susan63@lee.biz,11,Male,97.0,33.0,81.1,Medium
Sandra Mills,ojoseph@gmail.com,8,Male,68.6,44.4,77.5,Medium
Andrew Klein,agraham@lewis.net,12,Male,73.5,34.3,80.6,Medium
Dennis Fields,brandon11@hotmail.com,11,Male,67.9,42.8,84.0,Medium
Jennifer Campbell,dennispatel@gmail.com,12,Male,66.1,24.6,71.0,Low
Leonard Clarke,stevencampbell@stephens-smith.info,12,Female,67.8,47.2,86.4,Medium
Pamela Walker,ashley79@shaw.com,8,Male,76.0,46.0,100.0,Medium
Eric Thomas,upayne@hotmail.com,12,Male,69.8,33.9,86.1,Medium
April Rogers,etaylor@torres.com,12,Female,76.2,36.9,85.6,Medium
Amber Hebert,qbell@gmail.com,10,Female,63.1,23.1,90.8,Low
Evelyn Martinez,warecarlos@gmail.com,12,Male,84.4,22.2,95.8,Low
Randy Scott,otorres@gmail.com,8,Male,60.2,40.5,97.5,Medium
John Gentry,lgardner@le.com,12,Male,86.2,22.2,76.9,Low
Stephanie Harris,barronbrandon@yahoo.com,9,Male,80.7,26.0,75.2,Low
Michelle Mcdonald,gilbertcrystal@brown.com,11,Female,73.6,34.9,89.5,Medium
Shawn Sherman,herrerajohn@frazier.com,12,Male,62.0,43.7,78.4,Medium
Keith Wang,kimberlyallen@hall.biz,8,Male,74.9,32.8,70.4,Low
Anthony Boyd,erica13@gmail.com,11,Female,77.3,38.7,95.6,Medium
Richard Bailey,brandi25@chase.net,12,Male,65.4,27.0,90.8,Low
Dustin Walker,thomastucker@yahoo.com,11,Male,79.7,31.6,100.0,Medium
Donna Randolph,rhonda28@casey.com,8,Female,63.6,39.9,74.0,Low
Jennifer Robertson,nancy87@torres.com,9,Female,65.7,40.0,95.0,Medium
Brandy Estes,meganbrown@gmail.com,12,Female,56.9,27.5,84.0,Low
William Bennett,aharris@gmail.com,12,Female,75.4,40.3,100.0,Medium
Peggy Schmidt MD,daniel21@gmail.com,8,Male,83.2,26.3,75.3,Low
Deborah Martinez,ashleylevy@castillo.biz,12,Female,86.1,39.5,86.4,Medium
Virginia Mills,fgraham@meyer-dyer.com,9,Female,80.8,30.1,96.2,Medium
Emily Vazquez,robert73@page.net,10,Female,61.6,50.0,80.2,Medium
Victoria Swanson,clarence23@gmail.com,8,Male,78.2,31.2,77.5,Medium
Mr. Antonio Rodriguez PhD,usandoval@miller.com,12,Male,59.6,50.0,77.3,Low
Jessica Small,sdavis@gmail.com,11,Female,77.6,36.3,95.2,Medium
Lisa Clark,jillian61@gmail.com,11,Female,43.3,31.8,83.8,Low
Anthony Brown,sheila56@johnson.org,12,Male,93.8,25.2,91.2,Low
Barbara Harmon,scottrichard@martinez-decker.net,8,Female,64.0,47.0,99.5,Medium
Justin Taylor,gary49@yahoo.com,12,Male,62.0,34.8,91.4,Medium
Samantha Stephens,carterisabel@williamson-nguyen.biz,10,Female,84.3,28.8,80.3,Low
Hannah Roberts,cynthia63@yahoo.com,11,Female,90.7,26.5,100.0,Low
Donna Mcmillan,joshuasandoval@santos-walker.com,11,Male,50.3,40.8,78.7,Low
Barbara Graham,sharonrodriguez@morgan-haas.org,10,Male,60.7,33.1,84.1,Medium
Andrew Hernandez,allison19@whitney-rangel.com,9,Male,69.3,35.0,90.0,Medium
Melissa Paul,matthewgreen@gmail.com,11,Male,71.4,40.5,81.7,Medium
Brandon Price,monica32@gallegos.com,9,Female,78.8,38.3,100.0,Medium
Caitlin Lee,karen38@vasquez.com,12,Female,93.1,31.5,75.8,Medium
Jeremy Stephens,courtney69@kennedy-davis.net,10,Female,64.0,43.9,86.1,Medium
Jessica Mcdaniel,alyssa47@hotmail.com,12,Female,72.3,42.8,94.3,Medium
Mike Hernandez,qnovak@powell-williams.com,11,Male,75.9,36.8,72.4,Low
Michael Lyons,joel70@gmail.com,11,Male,61.9,48.0,100.0,Medium
Christina Fox,brenda46@yahoo.com,8,Female,60.3,37.9,100.0,Medium
Brian Gonzales,olsonscott@dorsey.com,8,Female,80.8,28.4,76.7,Low
Jonathan Hernandez,normasilva@vaughan.com,8,Male,83.0,49.8,81.7,Medium
Martin Williams,rbartlett@edwards.biz,12,Male,56.2,50.0,98.2,Low
Brian Hines,ryan94@murphy.net,11,Female,73.5,35.1,89.2,Medium
Anita Jackson,iwhite@gmail.com,12,Female,51.2,41.6,92.7,Low
Michael Kelly,dgomez@hotmail.com,10,Male,77.1,29.2,93.6,Low
Connie Dickerson,barrettpaul@mcclure.com,11,Male,85.6,28.9,92.4,Low
Judy Sullivan,crystal45@gmail.com,9,Female,68.5,33.2,70.3,Low
Patrick Ibarra,hlopez@hernandez-leon.com,12,Female,79.8,38.5,100.0,Medium
Meghan Pearson,kelly03@yahoo.com,12,Male,76.3,38.7,66.0,Low
James Hanson,christopher65@gmail.com,9,Female,72.3,39.2,75.8,Medium
Claire Goodman,russelldanielle@yahoo.com,12,Male,78.6,28.7,77.8,Low
Melissa Davis,marksdiana@gmail.com,11,Female,72.5,32.2,74.2,Low
William Glover,zthompson@hotmail.com,9,Female,49.8,39.9,81.0,Low
Holly Lane,davidreynolds@gmail.com,11,Female,72.1,36.1,87.3,Medium
Carlos Little,stephanieanderson@strong.com,8,Male,45.3,36.4,66.9,Low
Tracy Summers,villanuevamichelle@gmail.com,11,Male,72.7,45.4,87.8,Medium
Robert Williams,qbriggs@ward.biz,10,Male,68.9,34.2,92.8,Medium
Kenneth Clark,gberry@hotmail.com,9,Male,68.0,39.7,73.3,Low
Samantha Miller,mgoodman@hotmail.com,8,Female,85.8,29.9,94.2,Low
Travis Gomez,awilliams@maynard.org,12,Female,89.0,24.7,90.3,Low
Shane Cunningham,xarmstrong@crawford.com,8,Male,74.4,42.9,91.3,Medium
David Castillo,tinamorales@reynolds.org,12,Female,54.7,34.2,86.6,Low
William Allen,kaitlynsmith@gmail.com,10,Male,72.0,38.3,74.5,Low
Dr. Emily Wyatt,qbrown@barrett-gomez.net,12,Female,76.5,33.0,98.3,Medium
Grace Wilcox,victoria79@gmail.com,9,Male,82.6,31.6,97.0,Medium
Megan Reed,hsilva@khan-osborn.com,10,Female,62.6,29.9,76.2,Low
Christopher Harrell,anthonyjohnson@wilson.com,9,Male,66.1,39.4,88.7,Medium
Sandra Reese,gaywilliam@hotmail.com,12,Female,73.3,35.3,81.5,Medium
Wendy Hubbard,woodskiara@kennedy-chavez.biz,12,Female,86.2,38.2,69.2,Low
Michael Carter,gwalker@flores-roberts.com,8,Female,49.6,24.9,81.2,Low
Bryan Dickerson,nwilliamson@moreno.com,11,Female,80.6,33.5,74.8,Low
Katie Anderson,adamsmark@gmail.com,11,Female,79.3,36.6,91.7,Medium
Denise Parsons,woodsgregory@gmail.com,8,Female,50.5,42.0,90.9,Low
Mary Mata,betty15@taylor-herring.com,11,Male,70.3,32.5,100.0,Medium
Reginald Perez,tylervalentine@yahoo.com,10,Male,78.5,44.2,77.9,Medium
James Kelly,russellgregory@gmail.com,12,Male,54.6,28.8,90.3,Low
Nathan Barker,thompsonjeffrey@davidson.net,12,Male,96.5,31.3,88.0,Medium
Brittany Ramos,dawnwolf@harris-silva.com,12,Female,74.7,31.9,72.8,Low
Mary Butler,edrake@burns.com,12,Male,64.7,35.7,82.0,Medium
Jennifer Maddox,whart@gmail.com,9,Female,69.7,50.0,73.8,Low
Steven Richardson,schultzstephen@yahoo.com,8,Male,78.0,33.1,78.2,Medium
Mark Rose,lpollard@gmail.com,9,Female,72.2,28.4,87.3,Low
Stephen Simmons,boydjohn@yahoo.com,9,Female,68.3,34.4,90.2,Medium
Peter Smith,leslienguyen@yahoo.com,12,Male,62.0,24.4,79.8,Low
Francis Harris,fsmith@hotmail.com,10,Male,44.7,31.5,80.8,Low
Luis Powell,paguilar@yahoo.com,8,Male,63.7,40.5,79.1,Medium
Robert Gould,laurieflores@randall-webb.biz,12,Female,71.3,37.1,97.9,Medium
Tiffany Murphy,taylor35@hotmail.com,9,Female,71.0,32.8,83.7,Medium
Perry Osborne,aaron32@brown.net,8,Female,68.9,31.8,88.5,Medium
David Santiago,princechad@hotmail.com,10,Male,71.5,50.0,91.0,Medium
Rhonda Petersen,reynoldshenry@robinson.biz,9,Female,96.9,36.9,100.0,Medium
Steven Martinez,eanderson@gmail.com,8,Male,73.2,32.0,84.3,Medium
Marc Nicholson,vanderson@hotmail.com,12,Male,84.2,38.0,94.3,Medium
Christopher Cruz,michellereed@jones-morris.net,10,Female,63.9,42.8,60.0,Low
Greg White,ruthwong@strickland.com,9,Female,83.0,39.1,74.8,Low
Catherine Howard,amanda22@yahoo.com,11,Male,64.4,34.2,84.6,Medium
Steven Howard,albert85@keller.net,9,Female,67.3,33.7,91.7,Medium
Debbie Saunders,morganmichael@gmail.com,8,Male,61.6,25.3,71.8,Low
Valerie Martinez,robertamcdaniel@lang.com,12,Male,69.3,32.2,78.2,Medium
Jennifer James,edavis@hamilton.info,11,Female,73.4,32.2,92.5,Medium
Robert Herrera,fwilson@gmail.com,10,Female,66.1,25.4,82.3,Low
Shannon Case,joshua85@gmail.com,9,Female,54.3,40.8,73.2,Low
Jason Johnson,thomas76@long.com,8,Male,80.4,33.7,92.5,Medium
Andrew Haley,oriley@gmail.com,12,Female,53.8,30.7,96.9,Low
Adam Cross,agardner@hotmail.com,10,Female,70.8,26.7,98.3,Low
Patty Robertson,douglas51@yahoo.com,10,Female,66.6,34.3,83.7,Medium
Kathleen Young,yjames@hotmail.com,10,Male,62.1,43.1,87.6,Medium
Robin Thompson,julieperry@yahoo.com,12,Male,84.1,28.3,60.0,Low
Brandon Bailey,bellcassandra@gmail.com,12,Female,79.4,34.8,81.4,Medium
Alan Decker,john20@hotmail.com,8,Female,56.3,40.5,83.2,Low
Michelle Curtis,howard92@nichols.net,8,Female,74.3,36.8,100.0,Medium
Lee Smith,jamesbrady@gmail.com,12,Female,60.2,32.2,86.5,Medium
Aaron Lee,tbrooks@brooks-smith.com,10,Female,78.0,40.7,85.0,Medium
Sarah Mcdaniel,carmen89@santiago.com,9,Female,99.5,42.5,76.8,Medium
Stacey Torres,peterscynthia@hotmail.com,8,Female,78.1,29.6,95.0,Low
Alejandro Miles,vparker@gmail.com,9,Female,64.3,26.7,71.0,Low
Deborah Yu,jill41@perez.com,12,Female,64.5,40.3,98.5,Medium
Teresa Roth,mzamora@love.net,9,Female,71.8,50.0,96.8,Medium
Tina Anderson,benjaminvaughn@boone.biz,8,Male,63.5,39.0,86.3,Medium
Sarah Martinez,djohnson@foster.com,9,Female,70.6,25.7,77.0,Low
Allison Bradford,davislaura@yahoo.com,10,Male,68.8,46.1,77.5,Medium
William Carr,dmata@gmail.com,8,Female,87.2,35.9,99.8,Medium
Sara Price,ywilson@barr-robinson.org,12,Female,80.4,27.4,73.5,Low
Russell Coleman,samantha45@yahoo.com,12,Female,54.8,35.4,82.7,Low
Amanda Bailey,misty91@hotmail.com,9,Male,92.5,40.8,75.5,Medium
Tyler Coleman,qmontoya@shannon-kane.biz,9,Female,78.2,45.9,73.5,Low
Carolyn Harrington,dhoward@hotmail.com,8,Female,89.4,28.4,89.1,Low
Elizabeth Huynh,ufinley@yahoo.com,11,Female,60.8,21.1,77.5,Low
James Williams,zwiggins@hotmail.com,10,Male,77.6,41.6,90.0,Medium
Joseph Moore,vernonbaldwin@hall-adams.com,9,Male,67.4,27.3,88.9,Low
Monica Rose,johnhanson@gilbert.com,8,Female,74.2,43.3,91.4,Medium
Catherine Schmidt,karibarker@yahoo.com,10,Female,88.3,46.1,87.0,Medium
Samantha Washington,ahayes@fernandez-christian.info,9,Female,80.6,44.6,72.0,Low
Crystal Williams,dustin91@williams.com,9,Male,71.1,40.4,87.1,Medium
Samantha Cain,jaypowell@williams-bowman.com,10,Female,81.4,27.4,79.8,Low
James Brown,zjones@gmail.com,12,Female,65.8,28.1,85.2,Low
Thomas Taylor,mpotter@hotmail.com,10,Female,91.9,39.8,80.1,Medium
Jessica Thomas,selliott@gmail.com,11,Female,60.0,35.6,84.3,Medium
William Ford,wclark@stewart-nguyen.biz,11,Female,70.0,34.8,60.0,Low
Brianna Lowery,atkinsonmichael@cooper.com,12,Female,48.1,40.6,88.9,Low
Allison Lee,christopher82@yahoo.com,11,Male,88.8,31.4,81.7,Medium
Elizabeth Scott,jessicamartinez@santos-kim.com,9,Female,67.3,31.0,82.4,Medium
Shelby Jones,dylan49@yahoo.com,11,Female,61.2,31.4,100.0,Medium
Jeffrey Smith,greenjoshua@hotmail.com,8,Female,78.2,37.5,90.1,Medium
Larry Diaz,todd30@davis-kennedy.com,10,Female,72.5,40.1,76.8,Medium
Sharon Turner,jameschavez@hotmail.com,8,Male,70.7,20.8,83.0,Low
Rachel Curry,xperry@hotmail.com,12,Male,89.6,26.1,94.0,Low
Diane Chavez,randall80@yahoo.com,10,Male,68.0,25.6,78.8,Low
Yesenia Turner,lealexa@hotmail.com,10,Male,65.7,35.2,74.5,Low
Diamond Gilmore,taylortodd@edwards.info,9,Female,76.9,41.6,93.8,Medium
Nicholas Martin,znguyen@hotmail.com,11,Male,79.5,33.0,90.9,Medium
Susan Cole,kellyeverett@schneider-moore.com,11,Female,86.2,30.4,93.7,Medium
Robert Rocha,evan63@lopez-barnes.net,9,Male,79.3,42.8,80.9,Medium
Luke Farrell,nicholasstevenson@serrano.com,8,Male,74.2,31.5,84.6,Medium
Douglas Oconnor,dennis01@cuevas-hudson.biz,11,Male,79.5,36.7,80.8,Medium
Peggy Blackwell,nicholsvalerie@hotmail.com,9,Female,63.6,36.4,65.3,Low
Bobby Bailey,clarkmegan@gmail.com,12,Female,52.2,35.9,88.0,Low
Mary Burns,gdean@harper.com,9,Female,69.7,31.0,85.4,Medium
Michael Ritter,iadams@yahoo.com,8,Female,75.6,32.0,93.9,Medium
Michele Johnson,richard14@gmail.com,9,Male,67.4,36.0,85.5,Medium
Justin Griffith,georgeponce@mcgee.com,12,Female,80.5,29.2,89.2,Low
Patrick Floyd,andrew31@adkins.info,12,Male,84.2,25.5,69.8,Low
Christine Kidd,potterkatherine@gmail.com,9,Female,53.0,32.4,76.7,Low
Sally Miller,hillbrianna@hotmail.com,11,Male,65.1,42.2,91.1,Medium
John Rodriguez,wsullivan@yahoo.com,9,Female,63.6,43.1,86.9,Medium
Heather Dominguez,patricia48@taylor.info,10,Male,94.6,43.0,74.7,Low
David Grimes,zrodriguez@harrison.com,8,Female,76.3,35.7,83.7,Medium
Tracey Cameron,heather37@thompson-williams.net,10,Male,64.2,48.0,98.9,Medium
John Mueller,brownjohn@hotmail.com,11,Male,68.2,26.6,74.7,Low
Dana Mathis,morganmary@kim-cantu.com,10,Female,67.0,34.8,91.1,Medium
Janice Gutierrez,rbrown@yahoo.com,9,Female,95.8,46.3,86.3,Medium
Matthew Mason,robinsonmelissa@schwartz.biz,11,Male,75.2,22.1,93.1,Low
Michael Miles,brianosborne@gmail.com,10,Male,75.8,45.5,91.0,Medium
Mark Wiggins,kathleen83@gmail.com,8,Female,68.2,50.0,82.0,Medium
Sara French,tanderson@yahoo.com,11,Male,68.5,40.0,84.9,Medium
Shannon Franco,robert14@lewis.com,11,Female,84.5,32.9,74.0,Low
Kelly Sandoval,sara53@gmail.com,10,Male,82.4,35.4,87.3,Medium
Nancy Miller,omarallen@reynolds-wyatt.biz,10,Male,60.6,33.4,74.1,Low
Joseph Duncan,armstrongmichelle@gmail.com,9,Female,83.1,24.9,64.9,Low
Crystal Johnson,moranashley@yahoo.com,10,Female,68.7,41.6,100.0,Medium
Laura Barnett,katiehill@patrick.com,11,Female,74.8,33.9,94.9,Medium
Patrick Banks,lstanley@hayes.info,9,Female,47.0,31.1,81.6,Low
Corey Brown,mannjodi@jones.biz,9,Female,56.0,30.8,86.2,Low
Nathan Kaufman,kristen53@rocha.net,11,Female,77.7,33.0,73.3,Low
Joseph Smith,emartinez@yahoo.com,10,Female,62.6,42.9,85.2,Medium
Jessica Massey,matthewking@bailey.com,11,Female,80.6,26.6,79.0,Low
Kristin Roberts,matthewrose@gmail.com,8,Male,85.7,35.2,75.6,Medium
Charles Wright,tannerhartman@gmail.com,11,Female,62.5,49.0,74.7,Low
Justin Martinez,ssmith@harris.com,11,Female,79.9,26.8,75.6,Low
Sarah Bishop,youngelizabeth@liu.com,9,Male,54.7,43.1,85.0,Low
Aaron Bailey,michaeldavis@thompson.info,12,Male,83.3,43.3,81.5,Medium
Lisa Thompson,sschroeder@gmail.com,8,Male,68.3,36.8,96.9,Medium
William Silva,amysnyder@padilla.com,9,Male,61.2,35.5,92.0,Medium
Brianna Washington,montgomeryrodney@hotmail.com,12,Female,57.0,41.0,74.8,Low
Kenneth Martin,ojacobson@garcia.org,12,Female,62.9,41.7,96.3,Medium
Chase Ortiz,austincarroll@berry.com,11,Female,73.3,38.8,92.8,Medium
Juan Sanders,derrick64@flowers.net,10,Female,73.2,27.4,80.3,Low
Sandra Fletcher,meadowsmichael@rivera.biz,8,Male,46.4,38.8,79.9,Low
Lisa Walter,fgraves@hotmail.com,9,Female,82.2,45.5,68.9,Low
Edward Fitzpatrick,ashleymercer@hotmail.com,11,Male,93.7,38.6,87.4,Medium
Tammy Martin,kentjoshua@zimmerman.com,9,Male,78.8,50.0,94.6,Medium
Jessica Robbins,rosalesthomas@yahoo.com,11,Female,54.4,40.6,82.5,Low
Tami Sparks,rjackson@rivas.com,10,Male,50.3,40.3,86.5,Low
Regina Nguyen,keithtucker@yahoo.com,12,Female,84.3,46.7,82.5,Medium
Heidi Morris,ramostimothy@henderson.org,9,Male,72.8,31.4,77.7,Medium
Alexander Ponce III,kristen39@hotmail.com,12,Male,40.0,29.0,82.1,Low
Mrs. Jennifer Williams,srichardson@stevens.com,10,Female,72.3,33.4,72.9,Low
Keith Rose,millswendy@bowers.info,9,Male,82.1,35.6,72.2,Low
Heather Fuller,jrush@gmail.com,12,Male,52.2,26.2,70.6,Low
Shane Davis,shorton@gmail.com,11,Female,74.7,42.7,100.0,Medium
Travis Mcdonald,holly70@johnson.com,9,Female,48.8,42.6,85.3,Low
John Love,dwolf@davis.info,12,Female,73.1,30.7,100.0,Medium
Deborah Stuart,tammy41@yahoo.com,10,Male,66.8,24.0,80.8,Low
Sylvia Brown,nmiller@gmail.com,11,Male,71.7,20.0,86.0,Low
Louis Hubbard MD,harrisangela@nelson.net,12,Male,86.9,22.5,86.8,Low
Jennifer Morris,kimberly43@wood-alexander.com,11,Male,55.2,34.0,70.3,Low
Michelle Hamilton,bradleyharrison@brown.com,8,Female,64.6,27.8,100.0,Low
Mary White,morenotyler@hodges.com,8,Male,67.2,27.1,83.9,Low
Matthew Howell,peterhoward@small-arnold.com,11,Female,78.6,28.0,88.1,Low
Michelle Gutierrez,zmoran@hotmail.com,8,Male,80.4,43.7,84.5,Medium
Stephanie Murphy,rojasdaniel@mclean.org,8,Male,58.2,28.9,86.6,Low
James Young,tarcher@hotmail.com,12,Female,78.7,40.6,81.9,Medium
Juan Waters,tammybriggs@jordan-salinas.com,11,Male,83.0,38.8,60.0,Low
Lawrence Hoover,aliciamoran@harding.info,11,Male,66.5,22.8,77.4,Low
Lauren Jones,lorijohnson@robinson-wang.com,8,Female,75.4,37.7,75.2,Medium
John Ruiz,nelsonholly@hotmail.com,10,Male,67.9,20.7,98.0,Low
Katherine Lester,kenneth58@yahoo.com,11,Male,70.4,39.6,76.2,Medium
Veronica Myers,jmorales@hotmail.com,9,Male,74.1,35.5,87.4,Medium
Jacob Garcia,smithjohn@payne-contreras.info,8,Male,60.6,31.7,60.1,Low
Jessica Church,tina17@thomas.com,9,Male,77.9,42.2,79.4,Medium
Logan Campbell,michael54@yahoo.com,10,Female,59.3,35.8,90.6,Low
Miguel Barrett,oodom@sanchez.org,11,Male,40.0,39.1,81.6,Low
Donald Park,ethan35@peterson.com,12,Male,81.1,50.0,80.3,Medium
Anthony Ray DDS,sandra38@anderson.biz,8,Female,92.3,28.0,88.0,Low
Robert Thomas,bryanfranklin@gmail.com,10,Female,62.3,37.0,86.0,Medium
Leslie Harris,melaniemathews@gmail.com,9,Female,45.4,30.2,100.0,Low
Dr. John Allen,sandovalmichael@hotmail.com,9,Female,72.9,21.9,100.0,Low
David Martin,antoniobrandt@black.org,10,Male,60.5,23.2,81.4,Low
Cheryl Massey,cruzjoseph@harrison-robles.info,12,Female,57.0,39.3,92.4,Low
Laura Ellis,timothy75@zimmerman-cooper.com,8,Male,67.2,22.6,84.2,Low
Travis Hernandez,jasonwilliams@hotmail.com,10,Female,76.4,39.5,85.3,Medium
Lisa West,pwilliams@gmail.com,9,Male,74.9,26.6,89.5,Low
Seth Chang,keith95@hotmail.com,12,Female,65.0,47.1,93.2,Medium
Amy Mason,rvargas@hotmail.com,12,Female,61.0,33.5,69.5,Low
Jon Sullivan,fmiller@turner.com,11,Female,54.3,38.1,85.7,Low
Jennifer Robertson,fjohnson@gmail.com,11,Female,63.1,27.1,86.4,Low
Tonya Garcia,dianewilliams@yahoo.com,12,Male,61.2,45.3,78.2,Medium
Janet Johnson,pittmanannette@barker.net,9,Male,75.0,29.9,90.4,Low
Brian Thomas,johnnewton@garner-porter.net,10,Male,83.5,41.5,80.4,Medium
Nathan Contreras,janetfernandez@yahoo.com,11,Female,68.6,28.0,85.2,Low
Eric Carlson,trichardson@taylor.com,8,Female,60.7,24.4,73.2,Low
Erika Tucker,jerryrobinson@yahoo.com,12,Male,69.3,34.9,87.6,Medium
Christy Pruitt,pamelagoodwin@gmail.com,10,Female,77.5,23.2,88.2,Low
Jared Jones,carlosgarcia@drake.net,9,Female,77.6,34.0,89.2,Medium
Megan Calderon,rachel57@miller-henry.com,12,Female,64.8,39.9,83.1,Medium
Mark Austin,shermantimothy@martin.info,12,Female,65.0,38.4,88.4,Medium
Brian Perez,lopeztonya@gmail.com,11,Female,44.7,34.8,75.1,Low
Daniel Ramos,terryryan@yahoo.com,10,Male,92.7,30.9,98.8,Medium
Ian Craig,leslie64@stephenson-ramos.biz,9,Female,64.0,36.2,94.8,Medium
Janet Bates,jamesray@yahoo.com,9,Female,70.6,35.9,70.1,Low
Cindy Hernandez,abradley@chandler.com,11,Male,57.7,33.1,88.5,Low
John Stephens,kyle10@soto.com,8,Female,75.8,33.8,91.3,Medium
Lisa Kelly,blakesantana@sanders.biz,11,Male,59.9,26.2,84.4,Low
Joseph Parks,owheeler@gmail.com,9,Male,70.1,36.0,89.0,Medium
Colton Carson,zacharyfowler@morales.net,9,Female,72.7,24.2,87.3,Low
Michelle Richard,christopherbarajas@hotmail.com,11,Male,60.0,45.5,80.6,Medium
Gregory Booth,njohnson@baker.org,11,Male,65.4,38.1,79.2,Medium
Thomas Merritt,dana77@oliver.com,10,Male,66.6,40.0,73.4,Low
Christine Jones,janetcollins@esparza.com,11,Male,70.0,46.9,99.9,Medium
Mr. Gary Long,creynolds@gmail.com,10,Male,51.9,38.8,85.3,Low
Katherine Lopez,qmitchell@yahoo.com,12,Male,78.3,30.7,85.9,Medium
Angela Cohen,jrobinson@wyatt.info,11,Female,65.5,34.2,84.2,Medium
Ashley Stevens,mary75@davis-smith.com,11,Female,54.5,39.9,100.0,Low
Caitlyn Hill,michaeleaton@trujillo.com,9,Female,57.0,26.8,86.2,Low
Mark Coffey,monica06@moore.com,10,Female,72.6,38.5,83.7,Medium
Sharon Davis,christophersmith@russell-hanson.biz,9,Male,40.0,38.5,76.6,Low
Roberta Smith,rebecca42@santiago.org,11,Female,40.0,37.2,91.4,Low
Elizabeth Villanueva,bakerdawn@ford-barker.com,8,Female,80.8,27.8,84.0,Low
Claudia Cox,amber80@hotmail.com,8,Male,45.0,37.1,84.9,Low
Ryan Perez,ocardenas@marks-bowman.com,12,Male,68.7,27.1,72.9,Low
Paul Keith,sergiohurst@gmail.com,8,Male,74.4,32.4,81.6,Medium
Evelyn Miller,wilsonmelissa@singh.net,9,Male,72.9,21.5,75.4,Low
Deanna Ford,qstout@ward.com,10,Female,94.7,20.5,95.8,Low
Pedro White,ryankim@francis.org,12,Female,72.7,42.1,92.4,Medium
Jeremiah Jensen,abrown@williamson-hull.biz,12,Female,71.3,20.0,78.5,Low
Joseph Cruz,john40@hotmail.com,10,Male,74.0,25.6,73.1,Low
Brian Bautista,cassie13@yahoo.com,11,Male,71.1,37.4,92.3,Medium
Jeffrey Brooks,jenniferdominguez@yahoo.com,10,Female,77.5,34.9,97.2,Medium
Lee Lopez,robert70@hotmail.com,12,Female,65.9,31.4,81.3,Medium
Gina Molina,anthonysmith@hotmail.com,11,Male,69.5,33.1,83.8,Medium
Julie Mullins,reeseandrew@hotmail.com,9,Female,59.2,40.9,85.9,Low
Christopher Frederick,robert53@johnson-lopez.com,9,Male,53.4,47.3,69.2,Low
Eric Briggs,smoran@hotmail.com,12,Male,57.8,35.5,95.2,Low
James Lewis,russellmonica@townsend.com,10,Male,77.3,34.3,84.1,Medium
Linda White,cbryant@gmail.com,11,Female,61.2,46.1,89.4,Medium
